"base_url","location_name","street_address","locality","city","zip","country","location_type","latitude","longitude","phone","payment_methods_accepted","types_of_food_served","rating","no_of_reviews","page_url"
"https://www.zomato.com","Anmol Cold Drinks And Juice","Shop 3, Rumi Plaza Complex, Airport Road, Near SBI ATM, ","Race Course, ","Rajkot","<MISSING>","India","Restaurant","22.3069865660","70.7878957316","+919904293100","<MISSING>","Beverages, Ice Cream, Desserts","<MISSING>","<MISSING>","https://www.zomato.com/rajkot/anmol-cold-drinks-and-juice-race-course/order"
"https://www.zomato.com","Santushti Shakes And More","P Lal Chambers, Opposite D.H College, ","Dr Yagnik Road, ","Rajkot","<MISSING>","India","Restaurant","22.2920633785","70.7924189419","+919624696245","<MISSING>","Beverages, Ice Cream","4.0","165","https://www.zomato.com/rajkot/santushti-shakes-and-more-dr-yagnik-road/order"
"https://www.zomato.com","Sky Lounge","Marasa Sarovar Portico, Dr Rajendra Prasad Road, Limda Chowk, ","Arya Nagar, ","Rajkot","<MISSING>","India","Restaurant","22.2958802530","70.7985213026","+912816199000","<MISSING>","North Indian","3.2","11","https://www.zomato.com/rajkot/sky-lounge-arya-nagar/order"
"https://www.zomato.com","DNS- Desserts N Shakes","05, Diamond Square, Kisanpara Chowk, ","Race Course, ","Rajkot","360001","India","Restaurant","22.2973189990","70.7869928330","+917211197111","<MISSING>","Desserts, Beverages, Ice Cream","4.4","300","https://www.zomato.com/rajkot/dns-desserts-n-shakes-race-course/order"
"https://www.zomato.com","Barbeque Nation","Third Floor, Crystal Mall, Opposite Rani Tower, Kalavad Road, Rajkot, Gujarat","Nana Mava, ","Rajkot","<MISSING>","India","Restaurant","22.2798082858","70.7631302252","+917849006060, +918045113045","<MISSING>","Chinese, North Indian, Mediterranean, BBQ","4.2","99","https://www.zomato.com/rajkot/barbeque-nation-nana-mava/order"
"https://www.zomato.com","Crave Yard","Homi Dastur Marg, ","Dr Yagnik Road, ","Rajkot","<MISSING>","India","Restaurant","22.2914550000","70.7907630000","+918734080875","<MISSING>","Momos, Chinese","4.1","139","https://www.zomato.com/rajkot/crave-yard-dr-yagnik-road/order"
"https://www.zomato.com","Bombay Bhelvala","Rajkot Municipal Corporation Area, Dr. Yagnik Road, Rajkot","Dr Yagnik Road, ","Rajkot","<MISSING>","India","Restaurant","22.2931767477","70.7909437269","+919724430668","<MISSING>","Street Food","4.4","125","https://www.zomato.com/rajkot/bombay-bhelvala-dr-yagnik-road/order"
"https://www.zomato.com","Bee Waffles","Opposite Styam Party Plot, Chandra Park, Nana Mauva Main Road, ","Nana Mava, ","Rajkot","<MISSING>","India","Restaurant","22.2741250000","70.7746390000","+916353973787","<MISSING>","Desserts, Beverages","3.7","17","https://www.zomato.com/rajkot/bee-waffles-1-nana-mava/order"
"https://www.zomato.com","Sargam Kitchen","Ground Floor, Bilkha Plaza, Opposite Mohanbhai Hall, ","Kothi Compound, ","Rajkot","<MISSING>","India","Restaurant","22.3024653159","70.7973918966","+919484880808","<MISSING>","North Indian, South Indian, Fast Food, Street Food, Ice Cream, Beverages","4.1","313","https://www.zomato.com/rajkot/sargam-kitchen-kothi-compound/order"
"https://www.zomato.com","S 27 Multi Cuisine Restaurant","1, Bhavani Nagar, Alap Main Road, J K Chowk, Opposite Alap Avenue, ","Kotecha Nagar, ","Rajkot","<MISSING>","India","Restaurant","22.2861433564","70.7556391507","+919227170777","<MISSING>","North Indian, Chinese, Fast Food, Sandwich","3.2","8","https://www.zomato.com/rajkot/s-27-multi-cuisine-restaurant-kotecha-nagar/order"
"https://www.zomato.com","Cafe Ajanta","Shakti Arcade, Near Jilla Panchayat, ","Dr Yagnik Road, ","Rajkot","<MISSING>","India","Restaurant","22.2972147695","70.7912850380","+919427435507","<MISSING>","Cafe, Pizza, Sandwich","3.5","5","https://www.zomato.com/rajkot/cafe-ajanta-dr-yagnik-road/order"
"https://www.zomato.com","Kevin Food Zone","1, Oscar Plaza, Sadhu Vasvani Road, ","Kotecha Nagar, ","Rajkot","<MISSING>","India","Restaurant","22.2917900759","70.7601865008","+919427721143","<MISSING>","Fast Food, South Indian","<MISSING>","<MISSING>","https://www.zomato.com/rajkot/kevin-food-zone-kotecha-nagar/order"
"https://www.zomato.com","Cha Vala Cafe","Shop 9, Ground Floor, Shivam Complex, Sarveshwar Chowk, ","Dr Yagnik Road, ","Rajkot","360001","India","Restaurant","22.2931832623","70.7909568027","+919428281328","<MISSING>","Cafe, Fast Food, Chinese","<MISSING>","<MISSING>","https://www.zomato.com/rajkot/cha-vala-cafe-dr-yagnik-road/order"
"https://www.zomato.com","Jay Bhavani Vadapav","Shivam Complex, Near Hirapanna Sarvesar Chowk, ","Dr Yagnik Road, ","Rajkot","<MISSING>","India","Restaurant","22.2931550326","70.7905041799","+919913225051, +917490000319","<MISSING>","Fast Food, Street Food, Beverages","3.8","4635","https://www.zomato.com/rajkot/jay-bhavani-vadapav-dr-yagnik-road/order"
"https://www.zomato.com","Aradhna Tea","Sadguru Tirthdham Complex, Opposite Kadarbhai Wohra, Nehrunagar, ","Sardar Nagar, ","Rajkot","<MISSING>","India","Restaurant","22.2993573522","70.7808311284","+919725437439","<MISSING>","Beverages, Fast Food, Gujarati","3.8","241","https://www.zomato.com/rajkot/aradhna-tea-sardar-nagar/order"
"https://www.zomato.com","Dhareshvar Farsan House","Municipal Corporation, ","Bhakti Nagar, ","Rajkot","<MISSING>","India","Restaurant","22.2804498721","70.8018495888","+919824331314","<MISSING>","Street Food, Mithai","<MISSING>","<MISSING>","https://www.zomato.com/rajkot/dhareshvar-farsan-house-bhakti-nagar/order"
"https://www.zomato.com","Yummyy Mummy","Neptune Tower, Opposite Jalaram Petrol Pump, Kalavad Road, ","Kotecha Nagar, ","Rajkot","<MISSING>","India","Restaurant","22.2922733962","70.7808666676","+919558900090, +919998400070","<MISSING>","Fast Food, Beverages","3.6","65","https://www.zomato.com/rajkot/yummyy-mummy-kotecha-nagar/order"
"https://www.zomato.com","Juice N Shakes JNS","Shop 1, Ground Floor, Siddhi Vinayak Complex, ","Dr Yagnik Road, ","Rajkot","<MISSING>","India","Restaurant","22.2909010000","70.7938840000","+919725952775","<MISSING>","Fast Food, Beverages","3.3","11","https://www.zomato.com/rajkot/juice-n-shakes-jns-dr-yagnik-road/order"
"https://www.zomato.com","Shilu's Chapdi Undhyu","Race Course Ring Road, ","Race Course, ","Rajkot","<MISSING>","India","Restaurant","22.3018144419","70.7868691161","+917434039777","<MISSING>","Gujarati","3.7","47","https://www.zomato.com/rajkot/shilus-chapdi-undhyu-race-course/order"
"https://www.zomato.com","Only Dhosa","Near BSNL Office, Opp.Shastri Nagar, Nana Mauva Main Road, ","Nana Mava, ","Rajkot","<MISSING>","India","Restaurant","22.2726440000","70.7719460000","+917405604413","<MISSING>","South Indian","3.7","56","https://www.zomato.com/rajkot/only-dhosa-nana-mava/order"
"https://www.zomato.com","Ambrosia","Comfort Inn, Limda Chowk, ","Arya Nagar, ","Rajkot","<MISSING>","India","Restaurant","22.2965797745","70.7986587659","+912812228577","<MISSING>","North Indian","2.8","4","https://www.zomato.com/rajkot/ambrosia-arya-nagar/order"
"https://www.zomato.com","Amrut Restaurant","Opposite Railway Station, ","Junction Plot, ","Rajkot","<MISSING>","India","Restaurant","22.3109575006","70.8024168760","+919662222012, +919662436036","<MISSING>","North Indian, Gujarati","4.1","126","https://www.zomato.com/rajkot/amrut-restaurant-junction-plot/order"
"https://www.zomato.com","Anjali Restaurant","Shop 28, Sadguru Tirthdham, Raiya Road, ","Race Course, ","Rajkot","<MISSING>","India","Restaurant","22.2995800000","70.7801460000","+919898993315","<MISSING>","Chinese, North Indian, Biryani","3.5","20","https://www.zomato.com/rajkot/anjali-restaurant-race-course/order"
"https://www.zomato.com","The Shake Maker","Indira Circle, ","150 Feet Ring Road, ","Rajkot","360001","India","Restaurant","22.2885172276","70.7708918676","+919408757572","<MISSING>","Beverages, Juices, Fast Food","4.0","159","https://www.zomato.com/rajkot/the-shake-maker-150-feet-ring-road/order"
"https://www.zomato.com","Eggs Lover","Second Floor, University Main Road, Near Bhavesh Oil Agency, ","Kotecha Nagar, ","Rajkot","<MISSING>","India","Restaurant","22.2898964865","70.7758485898","+917841873979","<MISSING>","Street Food","3.9","39","https://www.zomato.com/rajkot/eggs-lover-kotecha-nagar/order"
"https://www.zomato.com","Pride Delicious","Chowk, University Road, Near Kailash Farsan, Panchayat Nagar, ","Kotecha Nagar, ","Rajkot","<MISSING>","India","Restaurant","22.2880897352","70.7663589343","+919428187588","<MISSING>","Bakery, Fast Food, Desserts","4.5","3818","https://www.zomato.com/rajkot/pride-delicious-kotecha-nagar/order"
"https://www.zomato.com","Sonali Restaurant","2, 3, 4, Vitthal Apartment, ","Race Course, ","Rajkot","<MISSING>","India","Restaurant","22.2982551996","70.7902098075","+912812457323, +919998320007","<MISSING>","Street Food, South Indian, Fast Food","4.1","288","https://www.zomato.com/rajkot/sonali-restaurant-race-course/order"
"https://www.zomato.com","Shri Mayur Bhajiya","Shubhdhara Complex, Archana Park 6, Natraj Nagar, ","Kotecha Nagar, ","Rajkot","<MISSING>","India","Restaurant","22.2880019409","70.7636985183","+919687796913","<MISSING>","Fast Food","3.2","18","https://www.zomato.com/rajkot/shri-mayur-bhajiya-kotecha-nagar/order"
"https://www.zomato.com","Delux Ice Cream","Kishanpara Chowk, ","Race Course, ","Rajkot","360001","India","Restaurant","22.2979397212","70.7871249318","+919824296281, +919216531653, +912812456520","<MISSING>","Ice Cream, Desserts","4.1","136","https://www.zomato.com/rajkot/delux-ice-cream-race-course/order"
"https://www.zomato.com","Tea Post","Limda Chowk, Sidhi Vinayak Complex, Near Moti Tanki Chowk, ","Arya Nagar, ","Rajkot","<MISSING>","India","Restaurant","22.2964417317","70.7973977923","+919714949065","<MISSING>","Tea, Street Food, Beverages","3.7","40","https://www.zomato.com/rajkot/tea-post-arya-nagar/order"
"https://www.zomato.com","Pizza Country","Kalakruti Apartment, Behind Saint Mary&#039;s School, Near Shrimani Soni Vadi, University Road, ","Kotecha Nagar, ","Rajkot","<MISSING>","India","Restaurant","22.2891913475","70.7730252296","+912812575727, +917874275757","<MISSING>","Italian, Pizza, Fast Food","3.8","88","https://www.zomato.com/rajkot/pizza-country-1-kotecha-nagar/order"
"https://www.zomato.com","Shree Satya Vijay Patel Ice Cream","Omkar, Opposite Nirmala School, Nirmala Convent Road, ","Kotecha Nagar, ","Rajkot","<MISSING>","India","Restaurant","22.2978829536","70.7760477439","+912812587689","<MISSING>","Ice Cream, Beverages","3.5","10","https://www.zomato.com/rajkot/shree-satya-vijay-patel-ice-cream-kotecha-nagar/order"
"https://www.zomato.com","Tea Post","Shop A5 & B6, Ground Floor, Cresent Complex, Ring Road, Near AG Office, ","Race Course, ","Rajkot","<MISSING>","India","Restaurant","22.2981137463","70.7895322144","+917383620995","<MISSING>","Tea, Fast Food, Beverages","3.5","6","https://www.zomato.com/rajkot/tea-post-1-race-course/order"
"https://www.zomato.com","Tasty Surati Locho","Ram Shyam Complex, Jayant KG Road, Gondal Road, D Mart Street, ","Mavdi, ","Rajkot","<MISSING>","India","Restaurant","22.2717710562","70.7984919696","+919998837333","<MISSING>","North Indian","3.8","46","https://www.zomato.com/rajkot/tasty-surati-locho-mavdi/order"
"https://www.zomato.com","Chandubhai Bhajiya Wala","Para Bazaar Main Road, Opposite Bank Of India, ","Kotecha Nagar, ","Rajkot","360001","India","Restaurant","22.2993939561","70.8035511151","+919913638866","<MISSING>","Street Food","3.4","12","https://www.zomato.com/rajkot/chandubhai-bhajiya-wala-kotecha-nagar/order"
"https://www.zomato.com","Kailash Dining Hall","12, Astron Chowk, Dr. Yagnik Road, ","Sardar Nagar, ","Rajkot","<MISSING>","India","Restaurant","22.2915391085","70.7893689349","+919727534404","<MISSING>","Gujarati","3.0","13","https://www.zomato.com/rajkot/kailash-dining-hall-sardar-nagar/order"
"https://www.zomato.com","Royal Fastfood","RMC Area Hawker, Rajkot Municipal Corporation, ","Kotecha Nagar, ","Rajkot","<MISSING>","India","Restaurant","22.2919265722","70.7780419663","+919925024184","<MISSING>","Fast Food","3.4","14","https://www.zomato.com/rajkot/royal-fastfood-kotecha-nagar/order"
"https://www.zomato.com","Agadbam","Dr. Homi Dastur Marg, Opp.Dr.Yagnik Road, Rajkot","Arya Nagar, ","Rajkot","360001","India","Restaurant","22.2915650000","70.7913140000","+918758094049","<MISSING>","Fast Food","3.8","54","https://www.zomato.com/rajkot/agadbam-arya-nagar/order"
"https://www.zomato.com","Rollies","3, Avishkar Apartment, Race Course Ring Road, ","Race Course, ","Rajkot","<MISSING>","India","Restaurant","22.3015783820","70.7867614925","+919537622244","<MISSING>","Ice Cream, Desserts, Fast Food, Beverages","3.6","34","https://www.zomato.com/rajkot/rollies-race-course/order"
"https://www.zomato.com","Rajmandir Cold-Drinks","Rajeshwari Complex, Opposite Kalyan Jewellers, ","Dr Yagnik Road, ","Rajkot","<MISSING>","India","Restaurant","22.2906930000","70.7942460000","+919913111972","<MISSING>","Beverages, Juices","4.0","92","https://www.zomato.com/rajkot/rajmandir-cold-drinks-dr-yagnik-road/order"
"https://www.zomato.com","Swaminarayan Vitamin Foodzone & Juice Parlour","Shop 2, Deep Duplex, Near Payal Dairy, Amin Marg, ","Kotecha Nagar, ","Rajkot","<MISSING>","India","Restaurant","22.2891621864","70.7819056883","+919142800009","<MISSING>","Healthy Food, Juices, Beverages","3.8","44","https://www.zomato.com/rajkot/swaminarayan-vitamin-foodzone-juice-parlour-kotecha-nagar/order"
"https://www.zomato.com","Chatkazz","Opposite Atmiya College, Kalavad Road, ","Kotecha Nagar, ","Rajkot","<MISSING>","India","Restaurant","22.2838426607","70.7680742070","+918000288808, +919898189617","<MISSING>","Sandwich, Pizza, Fast Food, Street Food, Beverages","3.8","109","https://www.zomato.com/rajkot/chatkazz-kotecha-nagar/order"
"https://www.zomato.com","Toral Food Zone","P.R Complex R.M.C Chowk Opp. Bank of Baroda Dhebar road Rajkot","Dr Yagnik Road, ","Rajkot","<MISSING>","India","Restaurant","22.2932640000","70.8024750000","+918000003409","<MISSING>","Fast Food, North Indian, Chinese, Sandwich, Pizza, South Indian, Beverages","3.9","111","https://www.zomato.com/rajkot/toral-food-zone-dr-yagnik-road/order"
"https://www.zomato.com","Bake House","Near Kotecha Chowk, ","Kotecha Nagar, ","Rajkot","<MISSING>","India","Restaurant","22.2897981458","70.7776527107","+919726614400","<MISSING>","Desserts, Bakery","4.2","597","https://www.zomato.com/rajkot/bake-house-kotecha-nagar/order"
"https://www.zomato.com","Mobat Khape Amlet","Opposite Sadguru Complex, Raiya Road, ","Race Course, ","Rajkot","<MISSING>","India","Restaurant","22.2997770000","70.7781230000","+918200612673","<MISSING>","Street Food","3.2","9","https://www.zomato.com/rajkot/mobat-khape-amlet-race-course/order"
"https://www.zomato.com","William John's Pizza","Near Bhakti Nagar Cirlce, ","Bhakti Nagar, ","Rajkot","<MISSING>","India","Restaurant","22.2813697429","70.8091130108","+917878202000","<MISSING>","Fast Food, Pizza","3.3","35","https://www.zomato.com/rajkot/william-johns-pizza-bhakti-nagar/order"
"https://www.zomato.com","Patel Ice Cream","Race Course Road, ","Race Course, ","Rajkot","360001","India","Restaurant","22.2982288322","70.7900616154","+912812490071, +912812449697","<MISSING>","Ice Cream, Desserts, Beverages","4.4","170","https://www.zomato.com/rajkot/patel-ice-cream-race-course/order"
"https://www.zomato.com","Dipak Sandwich","Alpha Arcade Building, Kalawad Road, ","Kotecha Nagar, ","Rajkot","<MISSING>","India","Restaurant","22.2894460418","70.7815643772","+919016202173","<MISSING>","Sandwich, Fast Food","4.1","179","https://www.zomato.com/rajkot/dipak-sandwich-kotecha-nagar/order"
"https://www.zomato.com","Shri Shakti Tea & Food Zone","Ravi Tower, Near Punjab Bank Kalawad Road, ","Kotecha Nagar, ","Rajkot","<MISSING>","India","Restaurant","22.2844122539","70.7691018283","+919898064919","<MISSING>","Gujarati, Street Food","<MISSING>","<MISSING>","https://www.zomato.com/rajkot/shri-shakti-tea-food-zone-kotecha-nagar/order"
"https://www.zomato.com","Kailash Farsan and Sweet Mart","Panchayt Nagar, Opposite Bus Stop, University Road, ","Kotecha Nagar, ","Rajkot","<MISSING>","India","Restaurant","22.2880996624","70.7660417631","+919016100004","<MISSING>","Mithai, Street Food","3.9","70","https://www.zomato.com/rajkot/kailash-farsan-and-sweet-mart-kotecha-nagar/order"
"https://www.zomato.com","Kargil Gathiya","Shop 5, Aakashvani Chowk, Harbhole Complex, ","Kotecha Nagar, ","Rajkot","<MISSING>","India","Restaurant","22.2878322464","70.7600259036","+919978181432","<MISSING>","Mithai, Street Food","3.5","27","https://www.zomato.com/rajkot/kargil-gathiya-kotecha-nagar/order"
"https://www.zomato.com","House Of Size Zero","Akshar Marg, Opposite Swami Narayan Temple, ","Kotecha Nagar, ","Rajkot","<MISSING>","India","Restaurant","22.2912338522","70.7831854373","+919016139750","<MISSING>","Cafe, Fast Food, Chinese, North Indian, Continental, Beverages","4.2","285","https://www.zomato.com/rajkot/house-of-size-zero-kotecha-nagar/order"
"https://www.zomato.com","Wooddy Jhone's Pizza","Everest Park, Jakatnaka, ","Kotecha Nagar, ","Rajkot","<MISSING>","India","Restaurant","22.2728660592","70.7563566417","+919409933833","<MISSING>","Pizza, Italian, Fast Food","3.7","46","https://www.zomato.com/rajkot/wooddy-jhones-pizza-kotecha-nagar/order"
"https://www.zomato.com","Cake & Sweet","Opposite Imperial Height, ","150 Feet Ring Road, ","Rajkot","<MISSING>","India","Restaurant","22.2805969278","70.7756849751","+917433063306","<MISSING>","Bakery, Desserts","4.2","579","https://www.zomato.com/rajkot/cake-sweet-150-feet-ring-road/order"
"https://www.zomato.com","Prakash Foods","Oscar Plaza, Sadhu Vaswani Road, ","Kotecha Nagar, ","Rajkot","360005","India","Restaurant","22.2914807872","70.7604620978","+919904071874","<MISSING>","Pizza, Fast Food","4.2","2272","https://www.zomato.com/rajkot/prakash-foods-kotecha-nagar/order"
"https://www.zomato.com","Jay Hind Madras Cafe","Opposite R world, Big Cinema, Kastrurba Road, Rajkot","Junction Plot, ","Rajkot","<MISSING>","India","Restaurant","22.3019611649","70.7969971374","+917600745406","<MISSING>","Fast Food, South Indian","2.7","12","https://www.zomato.com/rajkot/jay-hind-madras-cafe-junction-plot/order"
"https://www.zomato.com","Joker Gathiya","Shop 5, Panchnath Complex, Limda Chowk, Panchnath Main Road, ","Arya Nagar, ","Rajkot","<MISSING>","India","Restaurant","22.2968410000","70.7987630000","+919825734512","<MISSING>","Fast Food","3.6","36","https://www.zomato.com/rajkot/joker-gathiya-arya-nagar/order"
"https://www.zomato.com","Santushti","Shanti Heights, Near SNK School, Akashvani Chowk, University Road, ","Kotecha Nagar, ","Rajkot","<MISSING>","India","Restaurant","22.2874835500","70.7595327124","+919909999845, +919909999841","<MISSING>","Beverages, Ice Cream, Desserts","4.0","136","https://www.zomato.com/rajkot/santushti-kotecha-nagar/order"
"https://www.zomato.com","Shivshakti Dairy Farm","Mavdi Main Road, Opposite Fuliya Hanuman Mandir, ","Mavdi, ","Rajkot","<MISSING>","India","Restaurant","22.2703080000","70.7898230000","+917600970077, +917600970077","<MISSING>","Mithai","3.8","45","https://www.zomato.com/rajkot/shivshakti-dairy-farm-mavdi/order"
"https://www.zomato.com","Snack Bite","Moti Tanki Chowk, ","Arya Nagar, ","Rajkot","<MISSING>","India","Restaurant","22.2967966100","70.7959574461","+919429472456","<MISSING>","Fast Food","3.7","438","https://www.zomato.com/rajkot/snack-bite-arya-nagar/order"
"https://www.zomato.com","Pizza Castle","1st Floor, Aradhana Complex, Kotecha Chowk, Near Bank of Baroda, ","Kotecha Nagar, ","Rajkot","360005","India","Restaurant","22.2910864975","70.7794105634","+919998961061","<MISSING>","Pizza, Fast Food, Chinese","3.7","105","https://www.zomato.com/rajkot/pizza-castle-kotecha-nagar/order"
